date,killed,injured,victims,state,city,incident,geolocation,congressional_district,rifle_type,handgun_general,handgun_specific,handgun_type
2016-06-08,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/574850,"38.8964, -77.0403",1,NA,NA,NA,NA
2016-06-08,1,3,4,Massachusetts,Boston,http://www.gunviolencearchive.org/incident/574753,"42.3735, -71.0661",7,NA,NA,NA,NA
2016-06-06,0,4,4,California,Visalia,http://www.gunviolencearchive.org/incident/573327,"36.3306, -119.311",22,NA,NA,NA,NA
2016-06-05,0,4,4,Minnesota,Minneapolis,http://www.gunviolencearchive.org/incident/575061,"44.9863, -93.2982",5,NA,NA,NA,NA
2016-06-05,3,3,6,Florida,Cape Coral,http://www.gunviolencearchive.org/incident/572696,"26.6037, -81.9908",19,NA,NA,NA,NA
2016-06-05,2,4,6,Arizona,Phoenix,http://www.gunviolencearchive.org/incident/572766,"33.5558, -112.113",9,NA,NA,NA,NA
2016-06-05,0,4,4,New York,Brooklyn,http://www.gunviolencearchive.org/incident/572513,"40.5767, -73.9837",8,NA,NA,NA,NA
2016-06-04,3,1,4,Colorado,Denver,http://www.gunviolencearchive.org/incident/571859,"39.7674, -104.923",1,NA,NA,NA,NA
2016-05-31,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/569225,"41.8937, -87.7089",7,NA,NA,NA,NA
2016-05-31,0,4,4,Indiana,Fort Wayne,http://www.gunviolencearchive.org/incident/569189,"41.1059, -85.0571",3,NA,NA,NA,NA
2016-05-30,0,5,5,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/568528,"39.3412, -76.609",7,NA,NA,NA,38 Spl
2016-05-30,0,5,5,California,Sacramento,http://www.gunviolencearchive.org/incident/568745,"38.5131, -121.463",6,NA,NA,NA,NA
2016-05-29,0,4,4,Nevada,Las Vegas,http://www.gunviolencearchive.org/incident/567788,"36.172, -115.141",1,NA,Handgun,NA,NA
2016-05-29,0,6,6,New Jersey,Trenton,http://www.gunviolencearchive.org/incident/567673,"40.2294, -74.7632",12,NA,NA,NA,NA
2016-05-29,0,4,4,Indiana,Indianapolis,http://www.gunviolencearchive.org/incident/567494,"39.7623, -86.1583",7,NA,NA,NA,NA
2016-05-29,2,6,8,Texas,Houston,http://www.gunviolencearchive.org/incident/567614,"29.7727, -95.5745",7,AR-15,Handgun,NA,NA
2016-05-23,0,5,5,New Jersey,Newark,http://www.gunviolencearchive.org/incident/564470,"40.7404, -74.2215",10,NA,NA,NA,NA
2016-05-22,0,4,4,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/563829,"29.9613, -90.1235",2,NA,NA,NA,NA
2016-05-22,1,3,4,California,Stockton,http://www.gunviolencearchive.org/incident/563514,"37.9623, -121.288",9,NA,NA,NA,NA
2016-05-22,0,4,4,Tennessee,Nashville,http://www.gunviolencearchive.org/incident/563751,"36.1401, -86.7638",5,NA,NA,NA,NA
2016-05-21,1,3,4,Georgia,Jackson,http://www.gunviolencearchive.org/incident/563630,"33.2598, -84.0274",10,NA,NA,NA,NA
2016-05-18,0,4,4,Indiana,Indianapolis,http://www.gunviolencearchive.org/incident/561912,"39.8181, -86.1217",7,NA,NA,NA,NA
2016-05-17,3,1,4,South Carolina,Ravenel,http://www.gunviolencearchive.org/incident/560782,"32.7849, -80.2037",6,NA,NA,NA,NA
2016-05-15,0,4,4,Indiana,Evansville,http://www.gunviolencearchive.org/incident/559194,"37.9812, -87.5567",8,NA,NA,NA,NA
2016-05-15,5,0,5,Georgia,Moultrie,http://www.gunviolencearchive.org/incident/565244,"31.2124, -83.8518",8,NA,NA,NA,NA
2016-05-14,0,5,5,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/559042,"33.749, -84.388",5,NA,NA,NA,NA
2016-05-14,1,3,4,West Virginia,Charleston,http://www.gunviolencearchive.org/incident/558796,"38.3767, -81.6749",2,NA,NA,NA,NA
2016-05-11,1,4,5,Alabama,Birmingham,http://www.gunviolencearchive.org/incident/557589,"33.5313, -86.8143",7,NA,NA,NA,NA
2016-05-11,0,5,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/557479,"41.7639, -87.6249",1,NA,NA,NA,NA
2016-05-08,1,3,4,Texas,Austin,http://www.gunviolencearchive.org/incident/555126,"30.3546, -97.7047",35,NA,NA,NA,NA
2016-05-06,1,4,5,Michigan,Detroit,http://www.gunviolencearchive.org/incident/555873,"42.416, -82.9897",14,NA,NA,NA,NA
2016-05-06,1,3,4,Alabama,Montgomery,http://www.gunviolencearchive.org/incident/555886,"32.3757, -86.3333",2,NA,NA,NA,NA
2016-05-06,3,3,6,Maryland,Bethesda,http://www.gunviolencearchive.org/incident/554133,"39.0224, -77.1485",6,NA,Handgun,NA,NA
2016-05-05,2,6,8,Louisiana,Shreveport,http://www.gunviolencearchive.org/incident/553803,"32.5389, -93.7635",4,NA,NA,NA,NA
2016-05-05,1,3,4,Florida,Miami,http://www.gunviolencearchive.org/incident/554027,"25.7937, -80.2306",27,NA,NA,NA,NA
2016-05-04,1,7,8,Minnesota,Minneapolis,http://www.gunviolencearchive.org/incident/553570,"44.9952, -93.3057",5,NA,Handgun,NA,NA
2016-05-01,0,5,5,Tennessee,Murfreesboro,http://www.gunviolencearchive.org/incident/551053,"35.8314, -86.349",4,NA,NA,NA,NA
2016-04-29,0,4,4,Missouri,Saint Louis (Ferguson),http://www.gunviolencearchive.org/incident/550445,"38.7521, -90.315",1,NA,NA,NA,NA
2016-04-29,0,5,5,California,Oakland,http://www.gunviolencearchive.org/incident/550619,"37.8226, -122.277",13,NA,NA,NA,NA
2016-04-27,2,2,4,Louisiana,Baton Rouge,http://www.gunviolencearchive.org/incident/549507,"30.4903, -91.0872",6,NA,NA,NA,NA
2016-04-27,3,1,4,Mississippi,Kilmichael,http://www.gunviolencearchive.org/incident/549071,"33.435, -89.5726",2,NA,NA,NA,NA
2016-04-26,1,4,5,Maryland,District Heights (Forestville),http://www.gunviolencearchive.org/incident/548333,"38.8432, -76.8954",4,NA,NA,NA,NA
2016-04-25,0,4,4,Tennessee,Nashville,http://www.gunviolencearchive.org/incident/547639,"36.1664, -86.7807",5,NA,Handgun,NA,NA
2016-04-25,0,5,5,Florida,Miami,http://www.gunviolencearchive.org/incident/547827,"25.8383, -80.2242",24,NA,NA,NA,NA
2016-04-24,0,5,5,Virginia,Halifax,http://www.gunviolencearchive.org/incident/546760,"36.7755, -78.9208",5,NA,NA,NA,NA
2016-04-24,2,3,5,Illinois,Chicago (Englewood),http://www.gunviolencearchive.org/incident/547319,"41.7696, -87.6739",7,NA,NA,NA,NA
2016-04-24,0,4,4,Colorado,Denver,http://www.gunviolencearchive.org/incident/546818,"39.748, -105.001",1,NA,NA,NA,NA
2016-04-23,1,3,4,Nevada,Las Vegas,http://www.gunviolencearchive.org/incident/546581,"36.1548, -115.019",4,NA,NA,NA,NA
2016-04-23,3,1,4,Alabama,Auburn,http://www.gunviolencearchive.org/incident/546244,"32.5873, -85.6088",3,NA,NA,NA,NA
2016-04-23,1,4,5,Kansas,Topeka,http://www.gunviolencearchive.org/incident/546550,"38.9988, -95.687",2,NA,NA,NA,NA
2016-04-23,0,4,4,New York,New York (Manhattan),http://www.gunviolencearchive.org/incident/546258,"40.8209, -73.9452",13,NA,NA,NA,NA
2016-04-22,8,0,8,Ohio,Piketon,http://www.gunviolencearchive.org/incident/545525,"39.0201, -83.275",2,NA,NA,NA,NA
2016-04-22,6,0,6,Georgia,Appling,http://www.gunviolencearchive.org/incident/546022,"33.5989, -82.2244",10,NA,NA,NA,NA
2016-04-21,0,4,4,Maryland,Baltimore,http://www.gunviolencearchive.org/incident/545501,"39.3325, -76.545",2,NA,NA,NA,NA
2016-04-19,1,4,5,Alabama,Blountsville,http://www.gunviolencearchive.org/incident/543441,"34.1597, -86.4686",4,NA,NA,NA,40 SW
2016-04-19,1,3,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/544080,"41.7974, -87.6915",4,NA,NA,NA,NA
2016-04-19,1,4,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/543132,"41.7414, -87.6584",1,NA,NA,NA,NA
2016-04-18,1,3,4,California,Long Beach,http://www.gunviolencearchive.org/incident/543244,"33.7879, -118.176",47,NA,NA,NA,NA
2016-04-17,3,1,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/541996,"40.0016, -75.1402",2,NA,NA,NA,NA
2016-04-17,1,3,4,South Carolina,Pelzer,http://www.gunviolencearchive.org/incident/543102,"34.6459, -82.4371",3,NA,NA,NA,NA
2016-04-17,1,6,7,Texas,Edinburg,http://www.gunviolencearchive.org/incident/543108,"26.3058, -98.1924",15,NA,NA,NA,NA
2016-04-16,1,4,5,Michigan,Detroit,http://www.gunviolencearchive.org/incident/542259,"42.3882, -83.0742",13,NA,NA,NA,NA
2016-04-16,2,4,6,Florida,Orlando,http://www.gunviolencearchive.org/incident/541987,"28.5329, -81.3937",5,NA,handgun,NA,NA
2016-04-16,0,4,4,Alabama,Enterprise,http://www.gunviolencearchive.org/incident/542362,"31.3036, -85.8152",2,NA,NA,NA,NA
2016-04-10,1,3,4,Wisconsin,Milwaukee,http://www.gunviolencearchive.org/incident/537825,"43.1183, -88.0061",4,NA,NA,NA,NA
2016-04-10,0,4,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/537820,"33.9628, -118.267",43,NA,NA,NA,NA
2016-04-09,0,4,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/537311,"35.0724, -89.8635",9,NA,NA,NA,NA
2016-04-09,0,4,4,Alabama,Anniston,http://www.gunviolencearchive.org/incident/539705,"33.6636, -85.8501",3,NA,NA,NA,NA
2016-04-09,0,4,4,New Mexico,Albuquerque,http://www.gunviolencearchive.org/incident/537085,"35.0558, -106.627",1,NA,NA,NA,NA
2016-04-07,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/535927,"41.7674, -87.5709",2,NA,NA,NA,NA
2016-03-31,0,4,4,Illinois,Chicago (Englewood),http://www.gunviolencearchive.org/incident/532604,"41.7704, -87.657",7,NA,NA,NA,NA
2016-03-25,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/528614,"41.8832, -87.738",7,NA,NA,NA,NA
2016-03-25,0,4,4,Colorado,Denver,http://www.gunviolencearchive.org/incident/529488,"39.7123, -104.89",1,NA,NA,NA,NA
2016-03-21,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/526380,"41.8824, -87.7687",7,NA,NA,NA,NA
2016-03-19,1,4,5,Florida,Plantation,http://www.gunviolencearchive.org/incident/525464,"26.125, -80.3096",22,NA,NA,NA,NA
2016-03-19,2,2,4,Alabama,Wetumpka,http://www.gunviolencearchive.org/incident/525301,"32.5382, -86.214",2,NA,NA,NA,NA
2016-03-15,0,5,5,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/523044,"33.7766, -84.4565",5,NA,NA,NA,NA
2016-03-13,0,4,4,Florida,Fort Myers,http://www.gunviolencearchive.org/incident/522122,"26.5769, -81.8674",19,NA,NA,NA,NA
2016-03-12,0,4,4,Oregon,Portland,http://www.gunviolencearchive.org/incident/521821,"45.5191, -122.497",3,NA,NA,NA,NA
2016-03-12,0,4,4,California,Oakland,http://www.gunviolencearchive.org/incident/521074,"37.7765, -122.236",13,NA,NA,NA,NA
2016-03-11,2,2,4,Michigan,Detroit,http://www.gunviolencearchive.org/incident/520767,"42.3715, -83.1075",13,NA,Handgun,NA,NA
2016-03-11,0,5,5,New Jersey,Trenton,http://www.gunviolencearchive.org/incident/520290,"40.2386, -74.777",12,NA,NA,NA,NA
2016-03-09,5,3,8,Pennsylvania,Pittsburgh,http://www.gunviolencearchive.org/incident/519541,"40.4385, -79.8722",14,AR-15,NA,NA,40 SW
2016-03-08,2,3,5,Texas,San Antonio,http://www.gunviolencearchive.org/incident/518266,"29.434, -98.4642",35,NA,NA,NA,NA
2016-03-07,0,4,4,Louisiana,Lafayette,http://www.gunviolencearchive.org/incident/517895,"30.2496, -92.0248",3,NA,NA,NA,NA
2016-03-07,5,0,5,Kansas,Kansas City,http://www.gunviolencearchive.org/incident/518436,"39.0476, -94.6699",3,AK-47,NA,NA,NA
2016-03-06,1,6,7,Massachusetts,Chelsea,http://www.gunviolencearchive.org/incident/517058,"42.397, -71.0318",7,NA,NA,NA,NA
2016-03-06,0,4,4,Georgia,Roswell,http://www.gunviolencearchive.org/incident/517114,"34.0228, -84.3619",6,NA,NA,NA,NA
2016-03-06,1,8,9,California,Compton,http://www.gunviolencearchive.org/incident/517073,"33.8678, -118.239",44,NA,NA,NA,NA
2016-03-05,0,4,4,Kansas,Wichita,http://www.gunviolencearchive.org/incident/516758,"37.6856, -97.3287",4,NA,NA,NA,NA
2016-03-04,1,3,4,Ohio,Columbus,http://www.gunviolencearchive.org/incident/516341,"39.9864, -82.9801",3,NA,NA,NA,NA
2016-02-28,0,5,5,Michigan,Detroit,http://www.gunviolencearchive.org/incident/513549,"42.3594, -83.1384",13,NA,NA,NA,NA
2016-02-28,1,3,4,California,Riverside (Jurupa Valley),http://www.gunviolencearchive.org/incident/513640,"33.9882, -117.523",41,NA,NA,NA,NA
2016-02-27,2,2,4,Virginia,Woodbridge (Lake Ridge),http://www.gunviolencearchive.org/incident/512880,"38.6697, -77.3524",11,NA,NA,NA,NA
2016-02-26,5,0,5,Washington,Belfair,http://www.gunviolencearchive.org/incident/512073,"47.5033, -122.931",6,NA,handgun,NA,380 Auto
2016-02-25,4,14,18,Kansas,Hesston,http://www.gunviolencearchive.org/incident/511436,"38.1368, -97.4268",4,AR-15,NA,NA,40 SW
2016-02-23,5,0,5,Arizona,Glendale,http://www.gunviolencearchive.org/incident/509897,"33.5927, -112.163",8,NA,NA,NA,NA
2016-02-23,0,4,4,Florida,Daytona Beach,http://www.gunviolencearchive.org/incident/510769,"29.2089, -81.0451",6,AK-47,Handgun,NA,NA
2016-02-21,1,3,4,Missouri,Hazelwood,http://www.gunviolencearchive.org/incident/508879,"38.7736, -90.3626",1,NA,NA,NA,NA
2016-02-21,0,5,5,Texas,Houston,http://www.gunviolencearchive.org/incident/509707,"29.6872, -95.3438",18,NA,NA,NA,NA
2016-02-20,1,3,4,Florida,Tampa,http://www.gunviolencearchive.org/incident/508341,"28.0805, -82.4283",15,NA,NA,NA,NA
2016-02-20,6,2,8,Michigan,Kalamazoo,http://www.gunviolencearchive.org/incident/508640,"42.2354, -85.676",6,NA,NA,9mm,9mm
2016-02-20,2,3,5,Mississippi,Iuka,http://www.gunviolencearchive.org/incident/508113,"34.7543, -88.1406",1,NA,NA,NA,NA
2016-02-20,1,3,4,Alabama,Bessemer,http://www.gunviolencearchive.org/incident/508356,"33.3731, -86.9759",7,NA,Handgun,NA,NA
2016-02-20,0,4,4,Florida,Orlando,http://www.gunviolencearchive.org/incident/508510,"28.537, -81.389",5,NA,NA,NA,NA
2016-02-19,4,0,4,Missouri,Edgerton,http://www.gunviolencearchive.org/incident/590221,"39.4922, -94.6372",6,NA,NA,NA,NA
2016-02-19,1,3,4,California,Vallejo,http://www.gunviolencearchive.org/incident/507998,"38.0883, -122.245",5,NA,NA,NA,NA
2016-02-14,1,3,4,Texas,Houston,http://www.gunviolencearchive.org/incident/504879,"29.6742, -95.2657",29,NA,Handgun,NA,NA
2016-02-14,0,5,5,Alabama,Eutaw (Union),http://www.gunviolencearchive.org/incident/505420,"32.9921, -87.9156",7,NA,NA,NA,NA
2016-02-13,0,4,4,Louisiana,Marrero,http://www.gunviolencearchive.org/incident/504996,"29.8773, -90.1087",2,NA,NA,9mm,9mm
2016-02-07,2,4,6,Mississippi,Pass Christian,http://www.gunviolencearchive.org/incident/501256,"30.3226, -89.2447",4,NA,NA,NA,NA
2016-02-07,2,10,12,Florida,Orlando,http://www.gunviolencearchive.org/incident/501233,"28.4541, -81.4646",10,NA,NA,NA,NA
2016-02-07,1,7,8,New York,Rochester,http://www.gunviolencearchive.org/incident/501168,"43.1634, -77.622",25,NA,NA,9mm,9mm
2016-02-07,0,4,4,Illinois,Chicago (Englewood),http://www.gunviolencearchive.org/incident/501349,"41.776, -87.6462",1,NA,NA,NA,NA
2016-02-06,1,3,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/501267,"33.9164, -118.271",44,NA,NA,NA,NA
2016-02-06,0,4,4,Florida,Apopka,http://www.gunviolencearchive.org/incident/500629,"28.6658, -81.5031",5,NA,NA,NA,NA
2016-02-06,2,6,8,Florida,Tampa,http://www.gunviolencearchive.org/incident/500556,"28.0216, -82.4512",14,NA,NA,NA,NA
2016-02-03,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/499422,"38.8612, -76.9839",1,NA,NA,NA,NA
2016-01-30,3,5,8,Arizona,Glendale,http://www.gunviolencearchive.org/incident/495940,"33.5166, -112.203",7,NA,NA,NA,NA
2016-01-27,6,0,6,Virginia,Chesapeake,http://www.gunviolencearchive.org/incident/494378,"36.7921, -76.3293",4,NA,NA,NA,NA
2016-01-26,2,3,5,Washington,Seattle,http://www.gunviolencearchive.org/incident/493536,"47.5903, -122.323",7,NA,NA,NA,45 Auto
2016-01-25,1,4,5,California,Perris,http://www.gunviolencearchive.org/incident/493085,"33.7849, -117.229",41,NA,NA,NA,NA
2016-01-23,2,2,4,California,Los Angeles,http://www.gunviolencearchive.org/incident/491312,"33.9655, -118.265",40,AR-15,NA,NA,NA
2016-01-17,1,3,4,Virginia,Ware Neck (Gloucester Courthouse),http://www.gunviolencearchive.org/incident/486728,"37.4001, -76.4373",1,NA,NA,NA,NA
2016-01-11,1,4,5,Delaware,Wilmington,http://www.gunviolencearchive.org/incident/483750,"39.7351, -75.5672",1,NA,NA,NA,NA
2016-01-08,0,4,4,District of Columbia,Washington,http://www.gunviolencearchive.org/incident/481849,"38.8904, -76.9799",1,NA,NA,NA,NA
2016-01-08,1,4,5,Illinois,Chicago,http://www.gunviolencearchive.org/incident/481900,"41.8609, -87.7055",7,NA,NA,NA,NA
2016-01-07,1,3,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/481429,"35.2336, -89.9363",9,NA,NA,NA,NA
2016-01-06,3,1,4,Florida,Lakeland,http://www.gunviolencearchive.org/incident/479613,"28.0503, -81.9133",15,NA,NA,NA,NA
2017-12-31,2,6,8,Colorado,Littleton (Highlands Ranch),http://www.gunviolencearchive.org/incident/1017372,"39.566, -104.945",6,AR-15,NA,NA,NA
2017-12-31,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/1017422,"42.0194, -87.6892",9,NA,NA,NA,NA
2017-12-31,4,0,4,New Jersey,Long Branch,http://www.gunviolencearchive.org/incident/1018118,"40.2927, -74.0028",6,AR-15,NA,NA,NA
2017-12-27,2,2,4,Nevada,Las Vegas,http://www.gunviolencearchive.org/incident/1015666,"36.1754, -115.094",1,NA,NA,NA,NA
2017-12-26,0,5,5,Florida,Miami,http://www.gunviolencearchive.org/incident/1015336,"25.8533, -80.2277",24,NA,NA,NA,NA
2017-12-24,0,5,5,Mississippi,Vicksburg,http://www.gunviolencearchive.org/incident/1013983,"32.3517, -90.8828",2,NA,NA,NA,NA
2017-12-24,1,4,5,Alabama,Troy,http://www.gunviolencearchive.org/incident/1014052,"31.809, -85.96",2,NA,handgun,NA,NA
2017-12-23,1,3,4,Louisiana,Eunice,http://www.gunviolencearchive.org/incident/1014971,"30.4941, -92.4153",4,NA,NA,NA,NA
2017-12-23,0,4,4,Alabama,Birmingham,http://www.gunviolencearchive.org/incident/1013377,"33.5091, -86.822",7,NA,NA,NA,NA
2017-12-21,0,4,4,Louisiana,Lafayette,http://www.gunviolencearchive.org/incident/1012704,"30.2493, -92.0348",3,NA,NA,NA,NA
2017-12-21,1,3,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/1011953,"39.9181, -75.228",NA,NA,NA,NA,NA
2017-12-16,0,4,4,Mississippi,Mc Cool (Mccool),http://www.gunviolencearchive.org/incident/1009629,"33.1716, -89.4366",2,NA,NA,NA,NA
2017-12-15,0,5,5,California,Pacoima,http://www.gunviolencearchive.org/incident/1008310,"34.2659, -118.417",29,AR-15,NA,NA,NA
2017-12-13,1,3,4,Ohio,Columbus,http://www.gunviolencearchive.org/incident/1007054,"39.9241, -82.99",3,NA,NA,NA,NA
2017-12-12,0,4,4,Kentucky,Louisville,http://www.gunviolencearchive.org/incident/1006150,"38.2389, -85.7836",3,NA,NA,NA,NA
2017-12-12,0,4,4,Texas,Garland,http://www.gunviolencearchive.org/incident/1006446,"32.9244, -96.606",32,NA,NA,NA,NA
2017-12-09,0,4,4,Massachusetts,Boston,http://www.gunviolencearchive.org/incident/1004454,"42.327, -71.0691",7,NA,NA,NA,NA
2017-12-06,0,4,4,Illinois,Chicago,http://www.gunviolencearchive.org/incident/1002514,"41.9663, -87.6581",9,NA,NA,NA,NA
2017-12-04,2,2,4,Pennsylvania,Pittsburgh,http://www.gunviolencearchive.org/incident/1001566,"40.4632, -79.8935",14,NA,NA,NA,NA
2017-12-03,1,3,4,Tennessee,Memphis,http://www.gunviolencearchive.org/incident/1000479,"35.1402, -90.039",9,NA,NA,NA,NA
2017-12-02,0,4,4,Michigan,Detroit,http://www.gunviolencearchive.org/incident/999969,"42.3586, -83.0654",13,NA,NA,NA,NA
2017-11-30,1,4,5,Michigan,Detroit,http://www.gunviolencearchive.org/incident/998843,"42.4081, -82.9936",14,NA,NA,NA,NA
2017-11-24,1,5,6,Ohio,Cleveland,http://www.gunviolencearchive.org/incident/995015,"41.4807, -81.6025",11,NA,NA,NA,NA
2017-11-24,1,6,7,Mississippi,Brookhaven,http://www.gunviolencearchive.org/incident/994323,"31.5732, -90.4432",3,NA,NA,NA,NA
2017-11-18,0,4,4,Minnesota,Minneapolis,http://www.gunviolencearchive.org/incident/991017,"45.0205, -93.294",NA,NA,NA,NA,NA
2017-11-17,0,4,4,Louisiana,New Iberia,http://www.gunviolencearchive.org/incident/990974,"30.0113, -91.8413",3,NA,NA,NA,NA
2017-11-16,0,7,7,Georgia,Columbus,http://www.gunviolencearchive.org/incident/989838,"32.4742, -84.9713",2,NA,NA,NA,NA
2017-11-14,6,12,18,California,Corning,http://www.gunviolencearchive.org/incident/987611,"40.0187, -122.393",1,AR-15,NA,NA,45 Auto
2017-11-14,2,2,4,California,Richmond,http://www.gunviolencearchive.org/incident/988824,"37.9779, -122.314",11,NA,NA,NA,NA
2017-11-12,0,7,7,Indiana,Gary,http://www.gunviolencearchive.org/incident/986236,"41.595, -87.2835",1,NA,NA,NA,NA
2017-11-12,0,5,5,California,Fresno,http://www.gunviolencearchive.org/incident/987134,"36.6823, -119.735",21,NA,NA,NA,NA
2017-11-12,2,2,4,Georgia,Atlanta,http://www.gunviolencearchive.org/incident/986816,"33.7537, -84.3905",5,NA,NA,NA,NA
2017-11-11,1,3,4,Texas,Dallas,http://www.gunviolencearchive.org/incident/985582,"32.7663, -96.7715",30,NA,NA,NA,NA
2017-11-11,1,5,6,Louisiana,New Orleans,http://www.gunviolencearchive.org/incident/986092,"29.9603, -90.0221",NA,NA,NA,NA,NA
2017-11-11,1,5,6,North Carolina,Fayetteville,http://www.gunviolencearchive.org/incident/985832,"35.0736, -78.9269",8,NA,NA,NA,NA
2017-11-10,0,4,4,Ohio,Dayton (Trotwood),http://www.gunviolencearchive.org/incident/984822,"39.749, -84.2923",10,NA,NA,NA,NA
2017-11-09,0,4,4,Pennsylvania,Philadelphia,http://www.gunviolencearchive.org/incident/984455,"39.9824, -75.1743",2,NA,NA,NA,NA
2017-11-05,27,20,47,Texas,Sutherland Springs,http://www.gunviolencearchive.org/incident/980577,"29.2733, -98.0564",28,AR-15,NA,9mm,9mm
2017-11-04,0,4,4,Texas,Austin,http://www.gunviolencearchive.org/incident/980269,"30.3712, -97.6924",35,AR-15,NA,NA,NA
2017-11-04,0,4,4,Ohio,Youngstown,http://www.gunviolencearchive.org/incident/980192,"41.071, -80.6579",13,NA,NA,NA,NA
2017-11-04,1,3,4,California,Santa Monica,http://www.gunviolencearchive.org/incident/980060,"34.0125, -118.496",33,NA,NA,NA,NA
2017-11-03,0,4,4,Minnesota,Minneapolis,http://www.gunviolencearchive.org/incident/979651,"44.9591, -93.26",NA,NA,NA,NA,NA
2017-11-03,0,4,4,California,Gardena,http://www.gunviolencearchive.org/incident/980258,"33.8839, -118.276",44,NA,NA,NA,NA
2017-11-03,0,4,4,New York,Buffalo,http://www.gunviolencearchive.org/incident/980004,"42.9336, -78.808",26,NA,NA,NA,NA
2017-11-03,1,4,5,Louisiana,Lacombe,http://www.gunviolencearchive.org/incident/980401,"30.3093, -89.9429",1,NA,NA,NA,NA
2017-10-29,1,3,4,Texas,Austin,http://www.gunviolencearchive.org/incident/975600,"30.3201, -97.7199",10,NA,NA,NA,NA
2017-10-28,0,4,4,Ohio,Toledo,http://www.gunviolencearchive.org/incident/975817,"41.6613, -83.5227",9,NA,NA,NA,NA
2017-10-28,1,3,4,Virginia,Petersburg,http://www.gunviolencearchive.org/incident/974704,"37.2285, -77.4036",4,NA,NA,NA,NA
2017-10-27,0,6,6,Kentucky,Louisville,http://www.gunviolencearchive.org/incident/974051,"38.2409, -85.7836",3,NA,NA,NA,NA
2017-10-27,0,4,4,California,San Francisco,http://www.gunviolencearchive.org/incident/974411,"37.7799, -122.432",12,NA,NA,NA,NA
2017-10-23,2,2,4,California,Clearlake Oaks,http://www.gunviolencearchive.org/incident/966895,NA,NA,NA,Handgun,NA,NA
2017-10-22,0,4,4,Connecticut,Hartford,http://www.gunviolencearchive.org/incident/966153,"41.7464, -72.6733",1,NA,NA,NA,NA
2017-10-22,2,7,9,Alabama,Lanett,http://www.gunviolencearchive.org/incident/966178,"32.8489, -85.2056",3,NA,NA,NA,40 SW
2017-10-21,0,4,4,Florida,Jacksonville,http://www.gunviolencearchive.org/incident/965077,"30.4847, -81.6222",4,NA,NA,NA,NA
2017-10-21,0,4,4,Tennessee,Nashville,http://www.gunviolencearchive.org/incident/965756,"36.1408, -86.7875",5,NA,NA,NA,NA
2017-10-21,0,4,4,Pennsylvania,Chester,http://www.gunviolencearchive.org/incident/965251,"39.8471, -75.3826",NA,AR-15,Handgun,NA,NA
2017-10-21,0,4,4,Florida,Tampa,http://www.gunviolencearchive.org/incident/965066,"27.9782, -82.4566",NA,NA,NA,NA,NA
2017-10-18,3,3,6,Maryland,Edgewood,http://www.gunviolencearchive.org/incident/962359,"39.452, -76.31",NA,NA,handgun,NA,380 Auto
2017-10-17,0,4,4,New York,Brooklyn,http://www.gunviolencearchive.org/incident/962155,"40.6516, -73.9527",9,NA,NA,NA,NA
2017-10-16,1,3,4,Mississippi,Meridian,http://www.gunviolencearchive.org/incident/962623,"32.3606, -88.7168",3,NA,NA,NA,NA
2017-10-15,2,2,4,Texas,Houston,http://www.gunviolencearchive.org/incident/960036,"29.7162, -95.4917",7,NA,NA,NA,NA
2017-10-15,1,3,4,Arizona,Phoenix,http://www.gunviolencearchive.org/incident/959126,"33.5082, -112.29",3,NA,NA,NA,NA
2017-10-12,2,2,4,California,Aliso Viejo,http://www.gunviolencearchive.org/incident/957980,"33.5677, -117.736",48,NA,NA,NA,NA
2017-10-11,4,0,4,Ohio,Pedro,http://www.gunviolencearchive.org/incident/957562,"38.7083, -82.6423",6,NA,NA,NA,NA
2017-10-10,0,4,4,California,San Francisco,http://www.gunviolencearchive.org/incident/956942,"37.751, -122.413",12,NA,NA,NA,NA
2017-10-09,0,5,5,Texas,Houston,http://www.gunviolencearchive.org/incident/955268,NA,NA,NA,NA,NA,NA
2017-10-07,0,4,4,Arizona,Phoenix,http://www.gunviolencearchive.org/incident/954428,"33.4798, -112.246",3,NA,NA,NA,NA
