date,killed,injured,victims,state,city,address,incident
2017-11-04,0,4,4,Texas,Austin,N Lamar Blvd and Masterson Pass,http://www.gunviolencearchive.org/incident/980269
2017-11-04,0,4,4,Ohio,Youngstown,2810 Market St,http://www.gunviolencearchive.org/incident/980192
2017-11-04,1,3,4,California,Santa Monica,1515 Ocean Avenue,http://www.gunviolencearchive.org/incident/980060
2017-11-03,0,4,4,Minnesota,Minneapolis,10th Ave S and E 24th St,http://www.gunviolencearchive.org/incident/979651
2017-11-03,0,4,4,California,Gardena,E 163rd St and S Main St,http://www.gunviolencearchive.org/incident/980258
2017-11-03,0,4,4,New York,Buffalo,147 Roosevelt Ave,http://www.gunviolencearchive.org/incident/980004
2017-11-03,1,4,5,Louisiana,Lacombe,27600 block of Mirmar Street,http://www.gunviolencearchive.org/incident/980401
2017-10-29,1,3,4,Texas,Austin,5500 block of Ave F,http://www.gunviolencearchive.org/incident/975600
2017-10-28,0,4,4,Ohio,Toledo,1327 N Huron St,http://www.gunviolencearchive.org/incident/975817
2017-10-28,1,3,4,Virginia,Petersburg,N Sycamore St and Franklin,http://www.gunviolencearchive.org/incident/974704
2017-10-27,0,6,6,Kentucky,Louisville,1716 Prentice St,http://www.gunviolencearchive.org/incident/974051
2017-10-27,0,4,4,California,San Francisco,1100 block of Fillmore,http://www.gunviolencearchive.org/incident/974411
2017-10-23,2,2,4,California,Clearlake Oaks,13000 block of Anchor Village,http://www.gunviolencearchive.org/incident/966895
2017-10-22,0,4,4,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,http://www.gunviolencearchive.org/incident/966153
2017-10-22,2,7,9,Alabama,Lanett,1606 19th St Sw,http://www.gunviolencearchive.org/incident/966178
2017-10-21,0,4,4,Florida,Jacksonville,164 E Eubanks St,http://www.gunviolencearchive.org/incident/965077
2017-10-21,0,4,4,Tennessee,Nashville,1277 12th Ave S,http://www.gunviolencearchive.org/incident/965756
2017-10-21,0,4,4,Pennsylvania,Chester,1200 block of W Carlas Ln,http://www.gunviolencearchive.org/incident/965251
2017-10-21,0,4,4,Florida,Tampa,400 Block of E Nordica St,http://www.gunviolencearchive.org/incident/965066
2017-10-18,3,3,6,Maryland,Edgewood,2111 Emmorton Park Rd,http://www.gunviolencearchive.org/incident/962359
2017-10-17,0,4,4,New York,Brooklyn,181 Martense St,http://www.gunviolencearchive.org/incident/962155
2017-10-16,1,3,4,Mississippi,Meridian,5th Street,http://www.gunviolencearchive.org/incident/962623
2017-10-15,2,2,4,Texas,Houston,6233 Gulfton St,http://www.gunviolencearchive.org/incident/960036
2017-10-15,1,3,4,Arizona,Phoenix,107th Ave and Camelback Rd,http://www.gunviolencearchive.org/incident/959126
2017-10-12,2,2,4,California,Aliso Viejo,6 Asbury Ct,http://www.gunviolencearchive.org/incident/957980
2017-10-11,4,0,4,Ohio,Pedro,15497 SR 93,http://www.gunviolencearchive.org/incident/957562
2017-10-10,0,4,4,California,San Francisco,25th St and Treat Ave,http://www.gunviolencearchive.org/incident/956942
2017-10-09,0,5,5,Texas,Houston,3352 Old Spanish Trail,http://www.gunviolencearchive.org/incident/955268
2017-10-07,0,4,4,Arizona,Phoenix,87th Ave and Thomas Rd,http://www.gunviolencearchive.org/incident/954428
2017-10-06,0,5,5,Illinois,Chicago,8000 block of S Marshfield,http://www.gunviolencearchive.org/incident/953156
2017-10-05,4,0,4,Arizona,Casa Grande,400 block of W 13th Street,http://www.gunviolencearchive.org/incident/952720
2017-10-03,0,4,4,Florida,Miami,2051 NW 65th St,http://www.gunviolencearchive.org/incident/952220
2017-10-01,3,2,5,Kansas,Lawrence,1000 block of Massachusetts St,http://www.gunviolencearchive.org/incident/945990
2017-10-01,59,441,500,Nevada,Las Vegas,3950 Las Vegas Blvd S,http://www.gunviolencearchive.org/incident/946496
2017-09-30,1,3,4,Tennessee,Memphis,800 block of Kerr Avenue,http://www.gunviolencearchive.org/incident/946138
2017-09-28,1,3,4,Louisiana,New Orleans,2001 N Rocheblave St,http://www.gunviolencearchive.org/incident/944448
2017-09-26,0,4,4,Tennessee,Memphis,2531 Chelsea Ave,http://www.gunviolencearchive.org/incident/942522
2017-09-26,2,2,4,Maryland,Baltimore,3200 block of Lyndale Ave,http://www.gunviolencearchive.org/incident/942830
2017-09-26,1,3,4,Pennsylvania,Philadelphia,100 block of Pastorius St,http://www.gunviolencearchive.org/incident/942628
2017-09-24,0,4,4,Maryland,Baltimore,500 block of E. Patapsco Avenue,http://www.gunviolencearchive.org/incident/941144
2017-09-24,1,3,4,New Jersey,Mays Landing,6000 block of Hoover Dr,http://www.gunviolencearchive.org/incident/941257
2017-09-24,1,8,9,Tennessee,Antioch,3890 Pin Hook Rd,http://www.gunviolencearchive.org/incident/940554
2017-09-24,0,4,4,New York,Syracuse,1226 E Fayette St,http://www.gunviolencearchive.org/incident/940644
2017-09-23,1,4,5,California,Bakersfield,818 Real Rd,http://www.gunviolencearchive.org/incident/939834
2017-09-23,0,5,5,Illinois,Danville,Seminary St and Jackson St,http://www.gunviolencearchive.org/incident/940068
2017-09-23,2,2,4,Connecticut,Hartford,1164 Albany Ave,http://www.gunviolencearchive.org/incident/940142
2017-09-20,0,5,5,Indiana,Gary,4300 block of 23rd Ct,http://www.gunviolencearchive.org/incident/939482
2017-09-17,1,3,4,Michigan,Detroit,5000 block of Stanton Street,http://www.gunviolencearchive.org/incident/936028
2017-09-17,1,4,5,Virginia,Petersburg,300 Mistletoe St,http://www.gunviolencearchive.org/incident/935928
2017-09-16,0,8,8,South Carolina,Columbia,920 Lady Street,http://www.gunviolencearchive.org/incident/934036
2017-09-13,1,3,4,Washington,Rockford,14626 S Jackson Rd,http://www.gunviolencearchive.org/incident/932181
2017-09-13,0,4,4,Pennsylvania,York,400 block of S Duke St,http://www.gunviolencearchive.org/incident/932906
2017-09-13,0,4,4,Pennsylvania,Philadelphia,3100 block of N 2nd St,http://www.gunviolencearchive.org/incident/932619
2017-09-13,1,5,6,Tennessee,Memphis,1000 block of Morehead St,http://www.gunviolencearchive.org/incident/932526
2017-09-10,1,3,4,Louisiana,New Orleans,2101 N Claiborne Ave,http://www.gunviolencearchive.org/incident/930266
2017-09-10,9,1,10,Texas,Plano,1712 West Spring Creek Parkway,http://www.gunviolencearchive.org/incident/930569
2017-09-09,0,4,4,Alabama,Selma,Kings Bend Road,http://www.gunviolencearchive.org/incident/931139
2017-09-06,0,4,4,Illinois,Chicago,2700 block of Madison,http://www.gunviolencearchive.org/incident/928380
2017-09-04,0,4,4,Illinois,Bellwood,1000 block of Bellwood Ave,http://www.gunviolencearchive.org/incident/927277
2017-09-03,2,3,5,California,Inglewood,10100 block of S Firmona Ave,http://www.gunviolencearchive.org/incident/926766
2017-09-02,0,4,4,Kentucky,Louisville,8008 Watterson Trail,http://www.gunviolencearchive.org/incident/925809
2017-09-02,1,3,4,Illinois,Chicago,8300 block of S Hermitage,http://www.gunviolencearchive.org/incident/925436
2017-08-28,2,4,6,New Mexico,Clovis,701 N Main St,http://www.gunviolencearchive.org/incident/922184
2017-08-27,1,4,5,California,Sacramento,7760 24th St,http://www.gunviolencearchive.org/incident/921733
2017-08-27,1,3,4,Indiana,Evansville,1127 Chestnut St,http://www.gunviolencearchive.org/incident/921653
2017-08-25,0,4,4,Florida,Gainesville,1600 NE 8th Ave,http://www.gunviolencearchive.org/incident/921289
2017-08-24,4,0,4,Missouri,Saint Louis,10400 block of Balmoral Dr,http://www.gunviolencearchive.org/incident/920513
2017-08-22,0,4,4,Illinois,Chicago,300 block of N Central Ave,http://www.gunviolencearchive.org/incident/918204
2017-08-21,0,4,4,New Jersey,Newark,Fabyan Place,http://www.gunviolencearchive.org/incident/917793
2017-08-21,1,3,4,New Jersey,Newark,700 block of S 19th St,http://www.gunviolencearchive.org/incident/918061
2017-08-21,1,3,4,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,http://www.gunviolencearchive.org/incident/917713
2017-08-21,4,0,4,North Carolina,Whitakers,980 Fishing Creek Rd,http://www.gunviolencearchive.org/incident/917820
2017-08-21,0,4,4,Tennessee,Memphis,262 Decatur St,http://www.gunviolencearchive.org/incident/917838
2017-08-20,2,5,7,Illinois,Chicago,11901 S Loomis St,http://www.gunviolencearchive.org/incident/916848
2017-08-20,0,4,4,New York,Brooklyn,100th St and Ave M,http://www.gunviolencearchive.org/incident/916808
2017-08-19,1,4,5,Ohio,Cleveland,11143 Superior Ave,http://www.gunviolencearchive.org/incident/916551
2017-08-16,0,4,4,New York,Wyandanch,Merritt Ave and 15th St,http://www.gunviolencearchive.org/incident/914819
2017-08-14,2,2,4,California,North Hollywood,Morrison St and Klump Ave,http://www.gunviolencearchive.org/incident/913924
2017-08-13,0,4,4,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,http://www.gunviolencearchive.org/incident/912322
2017-08-13,0,4,4,Virginia,Suffolk,8700 block of Quay Rd,http://www.gunviolencearchive.org/incident/912375
2017-08-13,0,5,5,Pennsylvania,Philadelphia,39th St and Melon St,http://www.gunviolencearchive.org/incident/912805
2017-08-12,1,3,4,Missouri,Saint Louis,12310 Bellefontaine Rd,http://www.gunviolencearchive.org/incident/912093
2017-08-08,1,6,7,Illinois,Chicago,1 block of East 37th Street,http://www.gunviolencearchive.org/incident/909423
2017-08-06,0,6,6,New York,Bronx,Wickham Ave,http://www.gunviolencearchive.org/incident/907555
2017-08-06,0,4,4,New York,Bronx,Unionport Rd,http://www.gunviolencearchive.org/incident/907546
2017-08-06,0,7,7,California,Oakland,1000 block of 106th Avenue,http://www.gunviolencearchive.org/incident/907857
2017-08-05,0,4,4,New Jersey,Lakewood,900 block of Brook Road,http://www.gunviolencearchive.org/incident/907247
2017-08-05,1,3,4,South Carolina,Allendale,300 block of Ellis St,http://www.gunviolencearchive.org/incident/907611
2017-08-05,1,3,4,Florida,Tallahassee,1939 W Tennessee St,http://www.gunviolencearchive.org/incident/906568
2017-08-04,3,2,5,Montana,Lodge Grass,200 block of North Helen Street,http://www.gunviolencearchive.org/incident/906509
2017-08-03,1,3,4,District of Columbia,Washington,3426 18th St NE,http://www.gunviolencearchive.org/incident/906126
2017-08-02,0,4,4,Maryland,Baltimore,900 block of N Broadway,http://www.gunviolencearchive.org/incident/904329
2017-08-01,0,6,6,Washington,Toppenish,8000 Block of Lateral C Rd,http://www.gunviolencearchive.org/incident/904106
2017-08-01,0,7,7,California,Fresno,Mariposa St and A St,http://www.gunviolencearchive.org/incident/904026
2017-08-01,0,4,4,Illinois,Chicago,800 block of N Monticello Ave,http://www.gunviolencearchive.org/incident/903853
2017-07-31,0,4,4,Illinois,Decatur,Jasper St and Main St,http://www.gunviolencearchive.org/incident/903090
2017-07-30,1,5,6,Virginia,Norfolk,1500 block of Azalea Garden Rd,http://www.gunviolencearchive.org/incident/901549
2017-07-30,1,3,4,Texas,El Paso,1810 George Dieter Dr,http://www.gunviolencearchive.org/incident/902187
2017-07-29,1,4,5,New York,Buffalo,200 block of Carl St,http://www.gunviolencearchive.org/incident/901083
2017-07-29,2,3,5,North Carolina,Salisbury,115 W Fisher St,http://www.gunviolencearchive.org/incident/901000
2017-07-28,0,4,4,Delaware,Wilmington,400 block of N Washington St,http://www.gunviolencearchive.org/incident/900963
2017-07-27,1,4,5,Illinois,Chicago,2000 block of E 71st St,http://www.gunviolencearchive.org/incident/900387
2017-07-26,1,6,7,North Carolina,High Point,2111 E. Green Drive,http://www.gunviolencearchive.org/incident/898631
2017-07-25,1,3,4,Florida,Jacksonville,1040 Golfair Boulevard,http://www.gunviolencearchive.org/incident/898448
2017-07-23,1,3,4,Illinois,Chicago,1500 block of East 82nd St,http://www.gunviolencearchive.org/incident/896444
2017-07-23,0,4,4,Louisiana,Baton Rouge,10360 Ave H,http://www.gunviolencearchive.org/incident/896889
2017-07-22,0,5,5,Ohio,Cincinnati,130 E Clifton Ave,http://www.gunviolencearchive.org/incident/896149
2017-07-19,0,5,5,Virginia,Richmond,2300 block of Bethel St,http://www.gunviolencearchive.org/incident/893690
2017-07-19,1,3,4,California,Los Angeles,Imperial Hwy and Broadway,http://www.gunviolencearchive.org/incident/894504
2017-07-18,1,3,4,New Jersey,Trenton,Hewitt St and Division St,http://www.gunviolencearchive.org/incident/893712
2017-07-18,0,4,4,Wisconsin,Milwaukee,3000 Block of N 39th St,http://www.gunviolencearchive.org/incident/893726
2017-07-18,0,4,4,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,http://www.gunviolencearchive.org/incident/893752
2017-07-15,1,3,4,Pennsylvania,Philadelphia,21st and Fitzwater,http://www.gunviolencearchive.org/incident/891291
2017-07-15,0,4,4,Illinois,Chicago,12200 block of S Throop St,http://www.gunviolencearchive.org/incident/891092
2017-07-09,0,7,7,Virginia,Lawrenceville,500 block Sturgeon Rd,http://www.gunviolencearchive.org/incident/886564
2017-07-08,0,4,4,Illinois,Alton,700 block of Oakwood,http://www.gunviolencearchive.org/incident/886002
2017-07-08,1,8,9,Ohio,Cincinnati,9917 Capstan Dr,http://www.gunviolencearchive.org/incident/886220
2017-07-06,0,4,4,Mississippi,Meridian,Eighth Ave,http://www.gunviolencearchive.org/incident/884764
2017-07-05,0,4,4,Georgia,Savannah,Jefferson Street and West St. Julian Street,http://www.gunviolencearchive.org/incident/883052
2017-07-05,2,2,4,Illinois,Chicago (Roseland),11000 block of S Eberhart,http://www.gunviolencearchive.org/incident/883282
2017-07-05,4,1,5,Maine,Madison,300 block of Russell Rd,http://www.gunviolencearchive.org/incident/883058
2017-07-04,0,4,4,Florida,Orlando (Pine Castle),501 W Lancaster Rd,http://www.gunviolencearchive.org/incident/882665
2017-07-04,1,4,5,Virginia,Hampton,500 block of Patterson Ave,http://www.gunviolencearchive.org/incident/882321
2017-07-04,1,3,4,North Carolina,Raleigh,105 E South St,http://www.gunviolencearchive.org/incident/883489
2017-07-03,3,1,4,Alabama,Prattville,112 US 82,http://www.gunviolencearchive.org/incident/882422
2017-07-03,1,3,4,Michigan,Pontiac,50 block of Thorpe St,http://www.gunviolencearchive.org/incident/881921
2017-07-02,0,4,4,New Jersey,Jersey City,Wilkinson Avenue,http://www.gunviolencearchive.org/incident/881700
2017-07-02,0,4,4,South Carolina,Greenwood,SC 72 Bypass,http://www.gunviolencearchive.org/incident/880738
2017-07-01,0,4,4,Illinois,Momence,2727 S 13000 Rd E,http://www.gunviolencearchive.org/incident/883656
2017-07-01,2,2,4,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,http://www.gunviolencearchive.org/incident/880808
2017-07-01,0,4,4,California,Oakland,3200 Humboldt Ave,http://www.gunviolencearchive.org/incident/880813
2017-07-01,0,25,25,Arkansas,Little Rock,220 W 6th St,http://www.gunviolencearchive.org/incident/879953
2017-06-30,2,6,8,New York,Bronx,1650 Grand Concourse,http://www.gunviolencearchive.org/incident/879412
2017-06-27,0,5,5,Illinois,Chicago,200 block of S Lotus,http://www.gunviolencearchive.org/incident/877295
2017-06-25,0,4,4,District of Columbia,Washington,5900 block of Southern Ave SE,http://www.gunviolencearchive.org/incident/876010
2017-06-25,1,3,4,Missouri,Saint Louis,5000 block of Thekla Ave,http://www.gunviolencearchive.org/incident/875886
2017-06-24,1,4,5,Florida,Fort Lauderdale,2335 NW 16th Ct,http://www.gunviolencearchive.org/incident/874613
2017-06-24,0,5,5,New York,New York (Manhattan),114th St and Manhattan Ave,http://www.gunviolencearchive.org/incident/875322
2017-06-24,0,4,4,New Jersey,Willingboro,Pastoral Lane,http://www.gunviolencearchive.org/incident/876076
2017-06-22,1,6,7,Georgia,Atlanta,1100 block of Osborne Street,http://www.gunviolencearchive.org/incident/873847
2017-06-18,3,2,5,Missouri,Saint Louis,1900 block of N 14th St,http://www.gunviolencearchive.org/incident/870095
2017-06-18,0,4,4,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,http://www.gunviolencearchive.org/incident/870222
2017-06-18,0,4,4,Illinois,Chicago,3300 block of W Crystal St,http://www.gunviolencearchive.org/incident/869877
2017-06-18,0,7,7,South Carolina,Myrtle Beach,311 N Ocean Blvd,http://www.gunviolencearchive.org/incident/869968
2017-06-17,1,4,5,Ohio,Columbus,6252 Busch Blvd,http://www.gunviolencearchive.org/incident/869357
2017-06-17,0,4,4,Illinois,Chicago,1 block of North Latrobe,http://www.gunviolencearchive.org/incident/869838
2017-06-15,1,3,4,Virginia,Richmond,4053 Old Brook Road,http://www.gunviolencearchive.org/incident/868042
2017-06-15,5,0,5,New Mexico,La Madera,491 NM 111,http://www.gunviolencearchive.org/incident/868363
2017-06-14,0,4,4,Ohio,Canton,14th St. NE and Gibbs Ave. NE,http://www.gunviolencearchive.org/incident/868147
2017-06-14,1,5,6,Virginia,Alexandria,420 E Monroe Ave,http://www.gunviolencearchive.org/incident/866739
2017-06-14,4,2,6,California,San Francisco,720 San Bruno,http://www.gunviolencearchive.org/incident/866933
2017-06-13,0,4,4,Maryland,Baltimore,3300 block of Ayrdale Avenue,http://www.gunviolencearchive.org/incident/866412
2017-06-13,2,2,4,Maryland,Baltimore,1200 block of Bonaparte Avenue,http://www.gunviolencearchive.org/incident/866448
2017-06-13,0,4,4,Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,http://www.gunviolencearchive.org/incident/869474
2017-06-11,0,9,9,Illinois,Chicago,3300 block of W Douglas Blvd,http://www.gunviolencearchive.org/incident/864743
2017-06-11,0,4,4,Tennessee,Chattanooga,4272 Bonny Oaks Drive,http://www.gunviolencearchive.org/incident/864852
2017-06-11,0,4,4,Texas,Houston,505 Cypress Station Dr,http://www.gunviolencearchive.org/incident/865371
2017-06-10,0,4,4,Tennessee,Memphis,571 East Street,http://www.gunviolencearchive.org/incident/865186
2017-06-09,2,5,7,Texas,Fort Worth,East Davis Avenue and New York Avenue,http://www.gunviolencearchive.org/incident/864370
2017-06-08,0,6,6,Louisiana,New Orleans,3650 Franklin Ave,http://www.gunviolencearchive.org/incident/863075
2017-06-06,3,2,5,Utah,Sandy,2232 Alta Canyon Drive,http://www.gunviolencearchive.org/incident/861307
2017-06-05,6,0,6,Florida,Orlando,2427 Forsyth Rd,http://www.gunviolencearchive.org/incident/859875
2017-06-03,2,2,4,Missouri,Saint Louis,1600 Block of Union Blvd,http://www.gunviolencearchive.org/incident/858810
2017-06-03,3,2,5,Louisiana,New Orleans,3717 Tulane Ave,http://www.gunviolencearchive.org/incident/858719
2017-06-02,2,3,5,Texas,Laredo,5301 McPherson Rd,http://www.gunviolencearchive.org/incident/858378
2017-06-02,1,3,4,California,Los Angeles,89th St and Broadway,http://www.gunviolencearchive.org/incident/858877
2017-06-01,3,1,4,Missouri,Saint Louis,Beacon Ave and Lillian Ave,http://www.gunviolencearchive.org/incident/857443
2017-05-30,1,3,4,Ohio,Middletown,1200 Elliott Dr,http://www.gunviolencearchive.org/incident/855764
2017-05-29,1,3,4,Kentucky,Louisville,231 Witherspoon St,http://www.gunviolencearchive.org/incident/855113
2017-05-28,0,12,12,Alabama,Phenix City,100 block of 6th Street South,http://www.gunviolencearchive.org/incident/853901
2017-05-28,1,5,6,New Jersey,Paterson,86 Main Street,http://www.gunviolencearchive.org/incident/853796
2017-05-28,0,5,5,Mississippi,Moss Point,6103 Hwy. 63,http://www.gunviolencearchive.org/incident/853920
2017-05-27,0,4,4,New York,New York (Manhattan),318 W 14th St,http://www.gunviolencearchive.org/incident/853032
2017-05-27,1,7,8,District of Columbia,Washington,100 block of Q Street Northwest,http://www.gunviolencearchive.org/incident/853119
2017-05-27,8,1,9,Mississippi,Bogue Chitto,2871 Lee Drive,http://www.gunviolencearchive.org/incident/853756
2017-05-26,0,4,4,Florida,Miami,2730 NW 167th St,http://www.gunviolencearchive.org/incident/852676
2017-05-21,1,3,4,Iowa,Des Moines,4300 Beaver Dr,http://www.gunviolencearchive.org/incident/848680
2017-05-21,0,4,4,Arizona,Mesa,441 N Val Vista Dr,http://www.gunviolencearchive.org/incident/849215
2017-05-20,0,10,10,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,http://www.gunviolencearchive.org/incident/848292
2017-05-16,3,1,4,South Carolina,Ruffin,21785 Lowcountry Hwy,http://www.gunviolencearchive.org/incident/845364
2017-05-14,1,6,7,Arkansas,Jonesboro,311 S Main St,http://www.gunviolencearchive.org/incident/843078
2017-05-14,0,5,5,Illinois,Dolton,14112 Chicago Road,http://www.gunviolencearchive.org/incident/843045
2017-05-14,0,5,5,Florida,Avon Park,Hal McRae Blvd and Delaney Ave,http://www.gunviolencearchive.org/incident/843172
2017-05-14,0,4,4,Texas,Fort Worth,8600 block of Calmont Ave,http://www.gunviolencearchive.org/incident/843590
2017-05-10,1,3,4,New Jersey,Trenton,300 block of Centre St,http://www.gunviolencearchive.org/incident/840339
2017-05-09,3,1,4,Kansas,Kansas City,1900 block of S. Boeke,http://www.gunviolencearchive.org/incident/839846
2017-05-07,2,8,10,Illinois,Chicago,2600 block of 46th Pl,http://www.gunviolencearchive.org/incident/838272
2017-05-04,1,3,4,Michigan,Flint,600 block of Copeman Boulevard,http://www.gunviolencearchive.org/incident/835961
2017-05-02,1,3,4,Florida,Jacksonville,1566 West 24th Street,http://www.gunviolencearchive.org/incident/834832
2017-05-01,2,3,5,Texas,Dallas,3200 block of Reynolds Ave,http://www.gunviolencearchive.org/incident/833152
2017-04-30,2,6,8,California,San Diego,9080 Judicial Dr,http://www.gunviolencearchive.org/incident/832679
2017-04-30,4,1,5,Kansas,Topeka,4104 SW 28th,http://www.gunviolencearchive.org/incident/832528
2017-04-30,0,5,5,Florida,Jacksonville,1200 Ken Knight Dr N,http://www.gunviolencearchive.org/incident/833128
2017-04-30,1,5,6,South Carolina,Loris,268 N Sea Green Rd,http://www.gunviolencearchive.org/incident/832309
2017-04-29,1,3,4,Maryland,Germantown,12800 block of Kitchen House Way,http://www.gunviolencearchive.org/incident/831667
2017-04-29,1,3,4,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,http://www.gunviolencearchive.org/incident/835459
2017-04-29,0,5,5,California,Sacramento,3800 block of 26th Avenue,http://www.gunviolencearchive.org/incident/832290
2017-04-29,1,5,6,California,Whittier,10000 block of Carmentia Rd,http://www.gunviolencearchive.org/incident/831800
2017-04-29,0,4,4,California,Compton,2000 Block of N Nestor Ave,http://www.gunviolencearchive.org/incident/834788
2017-04-29,0,4,4,Virginia,Virginia Beach,200 block of 18th St,http://www.gunviolencearchive.org/incident/832063
2017-04-28,0,4,4,Pennsylvania,Chester,5 E 21st St,http://www.gunviolencearchive.org/incident/831201
2017-04-27,1,3,4,New Jersey,Newark,1100 block of S Orange Ave,http://www.gunviolencearchive.org/incident/830984
2017-04-26,0,4,4,Florida,Miami,SW 264th St and 139th Ave,http://www.gunviolencearchive.org/incident/829073
2017-04-21,2,2,4,Florida,Palm Bay,2500 block of Vernon Dr,http://www.gunviolencearchive.org/incident/825694
2017-04-20,0,4,4,Kentucky,Louisville,700 block of East Jacob Street,http://www.gunviolencearchive.org/incident/825111
2017-04-16,0,4,4,California,Vallejo,110 Calhoun Street,http://www.gunviolencearchive.org/incident/821667
2017-04-16,0,4,4,North Carolina,Elizabeth City,611 S Martin St,http://www.gunviolencearchive.org/incident/821723
2017-04-16,0,9,9,Ohio,Columbus,1710 Cleveland Av,http://www.gunviolencearchive.org/incident/821371
2017-04-15,0,4,4,Illinois,Rock Falls,311 W 2nd St,http://www.gunviolencearchive.org/incident/821640
2017-04-15,0,4,4,Indiana,Indianapolis,300 block of S Meridian St,http://www.gunviolencearchive.org/incident/820565
2017-04-15,0,6,6,Alabama,Birmingham,1480 Center Point Pkwy,http://www.gunviolencearchive.org/incident/821400
2017-04-15,0,4,4,Pennsylvania,Philadelphia,5900 block of Hammond Street,http://www.gunviolencearchive.org/incident/821055
2017-04-15,0,4,4,Illinois,Harvey,14600 block of Myrtle Avenue,http://www.gunviolencearchive.org/incident/821651
2017-04-15,0,4,4,California,Banning,900 block of N Allen St,http://www.gunviolencearchive.org/incident/822750
2017-04-13,1,3,4,Georgia,Atlanta,30 Anderson Ave SW,http://www.gunviolencearchive.org/incident/818932
2017-04-09,1,3,4,Texas,San Antonio,3100 block of Fidelia Drive,http://www.gunviolencearchive.org/incident/815227
2017-04-09,1,3,4,Indiana,Fort Wayne,9439 Lima Rd,http://www.gunviolencearchive.org/incident/815246
2017-04-07,3,1,4,North Carolina,Hickory,1423 29th Ave Dr NE,http://www.gunviolencearchive.org/incident/813877
2017-04-07,5,0,5,Texas,Houston,3829 Mount Pleasant St,http://www.gunviolencearchive.org/incident/813821
2017-04-07,4,1,5,Minnesota,Saint Paul,1600 block of English St,http://www.gunviolencearchive.org/incident/813943
2017-04-07,1,5,6,Illinois,Chicago,5600 block of W Lake St,http://www.gunviolencearchive.org/incident/814094
2017-04-06,1,3,4,Louisiana,Lake Charles,2000 block of Tulip St,http://www.gunviolencearchive.org/incident/813028
2017-04-03,3,1,4,Pennsylvania,Philadelphia,1100 block of W Stiles St,http://www.gunviolencearchive.org/incident/810756
2017-04-03,0,7,7,Texas,Lubbock,5401 Ave Q,http://www.gunviolencearchive.org/incident/811089
2017-04-02,2,4,6,Illinois,Chicago,3500 block of West Van Buren Street,http://www.gunviolencearchive.org/incident/809978
2017-04-02,0,5,5,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,http://www.gunviolencearchive.org/incident/809683
2017-04-01,0,5,5,California,Pittsburg,100 block of Madoline Street,http://www.gunviolencearchive.org/incident/809815
2017-04-01,1,4,5,Florida,Tampa,219 S Howard Ave,http://www.gunviolencearchive.org/incident/809048
2017-04-01,2,3,5,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,http://www.gunviolencearchive.org/incident/809499
2017-03-30,4,0,4,Illinois,Chicago,2704 E 75th St,http://www.gunviolencearchive.org/incident/807618
2017-03-27,2,4,6,Florida,Sanford,209 Hays Dr,http://www.gunviolencearchive.org/incident/804115
2017-03-26,2,4,6,Texas,Houston,5619 Aldine Bender Rd,http://www.gunviolencearchive.org/incident/803822
2017-03-26,2,15,17,Ohio,Cincinnati,4601 Kellogg Ave,http://www.gunviolencearchive.org/incident/803054
2017-03-26,2,2,4,Ohio,Cleveland,E 75th St,http://www.gunviolencearchive.org/incident/803689
2017-03-25,1,3,4,Michigan,Detroit,8443 Grand River Ave,http://www.gunviolencearchive.org/incident/803460
2017-03-25,1,4,5,Tennessee,Knoxville,Minnesota Avenue,http://www.gunviolencearchive.org/incident/802926
2017-03-25,2,2,4,Ohio,Cleveland,E 79th St and Woodland Ave,http://www.gunviolencearchive.org/incident/802837
2017-03-24,1,4,5,California,Fresno,300 block of South Villa Avenue,http://www.gunviolencearchive.org/incident/802425
2017-03-24,1,6,7,Missouri,Saint Louis,5100 block of Palm St,http://www.gunviolencearchive.org/incident/802240
2017-03-22,5,0,5,Wisconsin,Rothschild,1133 E Grand Ave,http://www.gunviolencearchive.org/incident/800363
2017-03-19,1,5,6,Kentucky,Louisville,1512 Portland Avenue,http://www.gunviolencearchive.org/incident/797553
2017-03-18,3,2,5,Michigan,Detroit,16000 block of Rutherford,http://www.gunviolencearchive.org/incident/797125
2017-03-15,3,1,4,Louisiana,Metairie,2508 Pasadena Ave,http://www.gunviolencearchive.org/incident/794468
2017-03-10,2,2,4,Illinois,Chicago,123 E 51st St,http://www.gunviolencearchive.org/incident/791298
2017-03-10,3,1,4,Louisiana,New Orleans (Gentilly),4200 block of Touro St,http://www.gunviolencearchive.org/incident/791274
2017-03-07,0,4,4,Illinois,Chicago,West 76th Street and South May streets,http://www.gunviolencearchive.org/incident/789798
2017-03-05,0,4,4,Georgia,Columbus,600 block of 32nd Street,http://www.gunviolencearchive.org/incident/789424
2017-03-04,1,4,5,Kansas,Topeka,23rd and Bellview,http://www.gunviolencearchive.org/incident/787875
